FID IID ENSG00000141968 ENSG00000176533 ENSG00000277791 ENSG00000188130 ENSG00000228321 ENSG00000180370 ENSG00000166501 ENSG00000123374 ENSG00000100906 ENSG00000232810 ENSG00000087460 ENSG00000113575 ENSG00000206306 ENSG00000196126 ENSG00000156052 ENSG00000070831 ENSG00000117748 ENSG00000058404 ENSG00000228978 ENSG00000118260 ENSG00000121281 ENSG00000138031 ENSG00000100804 ENSG00000204490 ENSG00000125450 ENSG00000047315 ENSG00000096968 ENSG00000121879 ENSG00000118689 ENSG00000204264 ENSG00000117461 ENSG00000134058 ENSG00000169398 ENSG00000228849 ENSG00000142507 ENSG00000223980 ENSG00000127955 ENSG00000150093 ENSG00000236443 ENSG00000162188 ENSG00000149782 ENSG00000173692 ENSG00000080824 ENSG00000068878 ENSG00000229074 ENSG00000136997 ENSG00000198668 ENSG00000188191 ENSG00000100911 ENSG00000213281 ENSG00000116711 ENSG00000206240 ENSG00000108344 ENSG00000100764 ENSG00000275903 ENSG00000145349 ENSG00000177189 ENSG00000276536 ENSG00000175634 ENSG00000182866 ENSG00000243958 ENSG00000164305 ENSG00000168002 ENSG00000124762 ENSG00000101843 ENSG00000096433 ENSG00000142875 ENSG00000223952 ENSG00000085415 ENSG00000167083 ENSG00000020426 ENSG00000153201 ENSG00000143106 ENSG00000174021 ENSG00000116478 ENSG00000198821 ENSG00000284792 ENSG00000206505 ENSG00000275199 ENSG00000100142 ENSG00000144231 ENSG00000078369 ENSG00000064012 ENSG00000197122 ENSG00000101412 ENSG00000071242 ENSG00000112640 ENSG00000254647 ENSG00000205220 ENSG00000235715 ENSG00000143933 ENSG00000213341 ENSG00000041357 ENSG00000136930 ENSG00000055130 ENSG00000242711 ENSG00000175104 ENSG00000005339
CJ10 CJ10_PP5A8U -0.00190660397922787 -0.00205894895169961 -0.00258530739657102 0.00273246010480009 -0.00545655471999845 -0.00269896510506367 0.000335667864359233 -0.000559766915786268 0.000408773958598378 0.00610428363833315 0.00509502249852562 -0.00247800564991889 -0.00677838951392383 0.000260405333227212 -0.00593158896145418 0.000495957291122044 0.00328582075465748 -0.00854988150838293 0.000451466860584916 -0.00371189442222405 0.00278143819111299 -0.00301536927440662 0.00277118883093791 0.00372255058655129 -0.00158633306763891 -0.00221172187843809 -0.00273671417288745 0.00621183596757489 -0.00131517178088592 -0.00539575321856722 -0.000595052578506562 -0.0003128883194581 0.00191421153441507 0.0013041706722338 0.00182223236838382 -0.00102748876379973 0.000278543340655257 -0.00550650361636355 -0.00135033132997657 0.00321407590248395 0.00646149763183097 -0.00788311439930657 -0.0008813285421068 -0.000365925171957956 -0.000459364107313593 0.00879803858432362 0.00137576130426191 0.00850807796509274 -0.000904674621731505 -0.000510524303440299 -0.00613580849997293 0.00311563423533903 0.00446264164101883 0.00761537646534857 -0.0025879408951701 0.00248116462388656 -0.00503246003494231 0.00114457653383524 -0.00172844310821174 -0.000174214796145451 0.0014565925314932 -0.000676572832859226 -0.00164838740851241 -0.000463183014640965 0.00213921863158113 0.000920712725203291 0.00585568336634994 0.000793891443483856 -0.00324780630325694 -0.00434123458128955 -0.00391571072987833 0.00223335527544563 0.00140201229851718 -0.00154228146423196 0.0108484356886058 -0.000661633464413182 -0.000529753565130691 -0.000240579550204233 -0.00216858188334466 -0.000690692418091991 0.00877134516382652 -0.00353044951365217 7.13153213322437e-05 -0.00390074105037455 -0.00114549498872551 0.000923771818446216 0.000721652298853574 0.00220585527063165 0.00244073572379522 0.00657444046055985 -0.00366517793583917 -0.00202036714389542 0.00680863665289492 -0.00537492195859206 -0.000508158233333865 -0.00379757444628243 0.00128704845072892 -0.00734689835242247
HM27 HM27_PP4Y6Z 0.00546536629204084 0.00156033676325124 0.00240898923978148 -0.000461803601762411 -0.00211626161086658 -1.90913122664907e-05 -0.0013054878887002 -0.004212359249545 0.00087445613889457 0.00522669500375767 0.000626786205841235 0.00129079421693806 0.00157637599094011 0.0047333394282172 -0.0043190916028309 0.000585923916468784 0.000619692809357568 -0.00228621803537956 -0.00240470460684936 -0.00204391651373336 -0.00217334767405101 0.00230620863869765 0.00279601245376307 -0.00608178446525853 0.000384947006910869 -5.03652802890974e-05 0.00074427221500629 0.00721849480536349 -0.000495078441599268 -0.00693654068081112 -0.00275500476958017 -5.81790049931405e-05 -0.00410678196136787 0.00208531436591519 0.00109494321308928 -0.00323619965511712 0.00201005158571467 0.000308037365338272 0.00607846684823313 0.00184321838703616 -0.00278802954473413 0.00890595331374626 0.00206658446545626 0.00488748688114825 -0.00450954979464949 -3.4213943896592e-05 0.000864405790805603 0.00306542942091519 0.00392793637769709 0.00102798581334553 -0.00332470533527427 0.00202713975026831 -0.00187445232323583 0.00118105910453313 0.00169016363051753 -0.00109745595979296 0.00116368978363467 -0.00487956788486565 0.0022872733514435 -0.000861126256313016 -0.000703316935577642 -0.00412362297366156 0.00468193990267694 -0.000791398760112797 -0.00338753742610902 -0.000442259939963915 0.00177717835139948 -0.00359991547405273 -0.00908172196189941 0.00363252893469377 -0.00512114272581427 0.00065334818932229 -0.00237174892708709 0.00269828505018394 -0.00190748987420233 -0.00469827719946432 0.000760181942987758 -0.00685806200410441 -0.000404223932486718 0.00115184952159105 -0.00632906870954927 -0.00542345263651224 0.000615944606904513 0.002272200817294 -0.00208736360963755 -0.00263271794462509 -0.000663273684185602 0.00556147466358553 0.00260807110640364 -0.000465977660025586 0.00567291998036305 0.00138732311694904 -0.000626098190621961 -0.00237138553797213 0.000115283850223675 -0.0039810097315341 -0.00315286410992321 0.00283669235291736
BI43 BI43_PP4NA8A -0.00230227232566322 0.00116216076707248 -0.00459709957936767 -0.00536381727158372 -0.00899443344371927 0.00114987433826364 0.00123548372727248 -0.000318717095051005 0.00492629978994722 0.00206829673553348 -0.00101869755017385 -0.000531856812012452 -0.00371928221012229 -0.00143514556762445 -0.00390817091299325 0.00223436126002215 -7.92104354836172e-05 0.00615401692285259 0.00694096934073634 -0.00222738113889147 0.00659406975202096 -0.0026730177967987 0.00127278345381932 0.00461213768945956 0.000851105339347876 -0.00449223033281884 -0.00137928271433384 0.000831751573518926 -0.000918345532318307 -0.00810869319327747 -0.00364127295563724 -0.00149592926283781 0.00030409688964422 -0.000189531617793755 0.00223094379322944 -0.00257715483688901 -0.000886008210699241 -0.0106780680838849 -6.7983106812132e-05 -0.00367941687227983 -0.00215767354482653 -0.00228484145802124 0.000621002218368422 0.00914884037391028 0.00171643003910283 0.00523606128459983 -0.00546686137415623 -0.0013576583680735 -0.000541511148804748 -0.00853501062378136 -0.00216568126940663 0.00175139164911721 0.00410023004448156 -0.00430335086960503 -0.00187081257053467 0.00129606111931649 -0.00187632263291974 -0.00715463063204403 -0.00170069926732112 0.00129046966860665 0.00214498142965408 -0.000995164142635363 0.00157793928543284 0.000416373200624831 0.00268186678720156 0.000104969085431262 -0.0074957894488928 0.00489770208961973 -0.00264152868962774 0.0046023724309615 0.000889057780153394 -0.00160711459641541 -0.00180971482134644 -0.000336920182395447 0.00304051207028074 0.00107683361444941 0.000542833578251213 0.00359271126316497 -0.000340619516025974 -0.00015128022979363 0.00197735983631943 -0.00250647239832924 0.000159657901721635 -0.00171771088826429 0.00175115607174855 0.00343433217528618 0.00152699083891614 0.0127903572888004 0.000916360529163008 -0.0214652062011351 -0.00208555850939766 0.00064367147181399 0.00138484526966219 -0.00381126022202384 -0.00077461437082851 -0.0056449910484616 0.00102619490315486 0.000996055125771283
EK47 EK47_PP8V2X -0.000564672329344286 -0.00342220955131828 -0.00465576776886944 0.0023913872236907 0.00410621401442375 -0.00210697702900764 -0.0043153213166742 0.00213089928273125 -0.00186244002841893 -0.00240670385985571 0.00302966365755456 0.00363223125237412 0.00154215355297028 -0.00529948392037389 0.00410076589074322 -0.00351299559999594 0.000605624798742705 0.00428648613902393 -0.00741455192255256 0.00146499527902777 -0.010818423026108 -0.000990483101243067 0.00358597497702246 0.0118771031129452 -0.0019643772848127 -0.00725202403646045 -0.00149460193422905 -0.0095829849983878 0.00031403879987057 -0.00454590584054096 -0.00576341966190767 -0.000671380051452023 -0.00348481755969688 -0.00334113832325498 0.00360961764005072 7.49515276718936e-06 0.00100144668700843 -0.00544499432388053 0.000168510100389161 0.00434845914680051 0.00166182451378743 0.00242755723279562 0.000736162803824503 0.00063173693925644 -0.00637543147309983 0.000390455313375666 -0.00566051645203008 -9.70615041616993e-05 0.00164142766844635 0.00522691071145508 0.00158847865773908 -0.00179337231414747 -0.00109299376251256 0.00423351744111285 -0.00358139217385522 3.26708725110184e-06 5.21846678053673e-05 0.00591205307724575 -0.00180755980391588 0.00140160198083351 0.000427240183556937 -0.00305938164894118 0.00197818090284081 -0.000868816980828422 -0.00176059345384843 0.000398583074749687 -0.00275874502057297 -0.00121690387907769 0.00428144672386832 0.00381708201518267 -0.00160734180939081 -0.00171799144997745 0.00583663941385307 0.0105139901757966 -0.00452349125550479 0.0032730852288618 -0.000777755712195517 0.000310028026922592 -0.00228421811131367 0.00615550665360053 -0.00274458725140735 -0.00437526012095545 0.000367565902842566 -0.00110857690021769 -0.000499679666054785 0.00823506292893983 0.00100164797158712 -0.00938613373711652 -0.000665107114791323 0.00212508471553039 0.00538376206479736 -0.00110370520257364 -0.00506476310875314 -0.00532401380683301 4.75355276617924e-05 -0.000724952148745596 0.00430044265479491 -0.000102218733798015
DH28 DH28_PP9S0V -0.00491010548471999 0.00151858675234783 -0.00486824811125672 0.00214508914566069 -0.0035241976122395 4.0581472319715e-05 -0.00426437855033546 -0.00260836113665055 -0.00270423404639395 -0.00516032155623765 0.00159645967110329 0.00273618034027309 -0.00276980434118384 0.00282165764890203 0.00375752187421136 0.00635983749972738 -0.00093462585623397 -0.000829009418001306 0.00016364189446787 0.0015514569773884 0.00200024774165957 0.0018562138911915 0.00576401784162482 -0.0117447674816214 0.00349629190711134 5.33276106073853e-05 -0.00403595188962322 -0.00258292936949375 0.00102725975230683 -0.00659183415106859 0.00815941028677249 -0.000253402215711068 -0.00114922380731117 0.00239245486311563 0.00396884772708088 0.000828909458009503 0.000823241346800972 -0.00653865374085457 0.0033274909521106 0.00140282385612551 0.00373137032661887 0.00349669584670492 0.000148737182291111 0.00812028100807594 -0.00310002553941358 0.00456372676832803 0.00124136135635712 -0.000532283456126663 -0.00267034542724615 0.00296256673090949 -0.00389648377860264 0.00347426685214011 0.00623202779066304 0.000714522611530831 -0.00171106768345453 0.00158159216546189 0.00193017966489219 -0.00889082769270192 0.00469507498144486 -0.000944247748800356 -0.000146068605966049 -0.00252839971960903 -0.00317268865006462 -0.000270944029658148 0.00493278229213083 0.000696926480074039 -0.00578113363466286 0.00538434175275034 -0.00496978197976884 0.00879075415874491 -0.000248039501246718 -0.000592567462376214 -0.00697849212421368 -0.00202676435893843 0.00953632299819659 0.00366656333182946 0.00120821296416883 -0.00328171477349681 0.00132315237524015 -0.00125927514975432 -0.00407935890874281 -0.00074739998018804 -0.000174822894683993 0.00130945835988811 0.00153071634377636 0.000668333568847251 0.0016485473284765 -0.00206514186951266 0.000201323809106137 -0.00595312729050135 -0.00976639219884823 -0.000425247031815053 -0.000447933546637554 -0.000576895513758577 -0.00153956136596736 0.00289817023126926 0.000992846045616725 -0.00872295157267391
IC61 IC61_PP3W7S -0.00239632942324835 0.00282332560593394 -0.00796683424658738 0.00966072740733089 -0.00264895451019135 -0.00187957107509416 -0.00500098713269944 -0.00171606302084335 0.00221737132709503 -0.000351338363937051 -0.000646453712239491 0.000533674829219875 0.0012459556980296 0.00266492318553761 0.000769212142619689 0.005570781517313 0.00221174521555358 -9.16219805120997e-05 -0.00188795922129056 0.00171028441535304 -0.00212888817785299 -0.00251578150564102 0.00277350217680763 0.00309387016326303 -0.00219577523350619 0.000376530391264258 0.000322857805269488 0.00420334126466017 0.000390282704691326 -0.00389492200828299 0.00310570769169727 0.000324117865960863 -0.00447903104721576 0.00118043760278315 -0.00318331958503719 -0.00163835356121899 0.00149795202512834 0.00200610110461202 -0.000662466014034679 0.000702427867718408 0.00155016855757544 -0.000848791205610236 0.000680727445219314 -0.00422417621356611 -0.000390117961984852 0.00860929903896672 -0.00658828726750238 0.00661162453008647 -0.00240962704629425 0.00435298045314209 -0.00488124290985667 0.00710226641734523 -0.00287427768088164 0.00741112536145361 -0.00286258577070113 0.00636683656992826 0.00681449624491932 0.0026855371681765 -0.00118263706595913 0.000557079095609583 0.000591603086725503 -0.000246887589756402 -0.00197378037655079 -0.00126084286902047 -0.00385394520637404 4.17363804415036e-05 0.00490008171172222 -0.00393383504256294 0.00633432165752969 0.00882852516343794 0.004862949476429 -0.00515092922088969 0.00458168589929601 -0.00398066141176078 0.00380103388723278 -0.00242387948560261 0.000320351341938148 -0.00361247424882239 -0.00216526464468828 -0.00144726321458753 -0.00189092407791427 0.00465781610862379 0.000391526170891537 -0.0016772079299688 -0.00633479643515914 0.00506623349217894 0.000418207671668228 0.00578176582529479 -0.00129286968186558 -0.0262832709096012 0.00669950258636042 0.00313945924658508 0.00748051676947166 -0.000678490759051695 0.000244895687138229 0.000878468417221766 0.00381036967420812 -0.00454650509521498
FD21 FD21_PP2U3Q -0.00103095948390802 0.0013304579896129 -0.00257595924405538 -0.00162955058501261 -0.000980446309038644 0.000686862536683829 -0.00193115912505309 9.37362601290261e-05 -0.000769380689944616 0.00166149122395862 -0.00029882390361452 0.00142706402213652 0.00581703052177356 -0.00513391628868843 0.000899757788810698 0.000127911915372406 -0.00141448733731521 -0.00229211056117722 -0.000733070458745606 0.00231231764005538 0.000394252125618459 -0.00758234769001099 -0.00423253867619029 0.00135892531940932 0.00507215571182784 -0.00582083084844785 0.00421818718527073 0.00677246137024384 -0.000115667159149211 0.00895804994198267 0.00171264564264463 0.000387619894266376 0.00334066654863333 -0.0032363405209186 0.00346095308923795 -0.00308294960173138 -0.00123793843083028 -0.00651938703004098 0.00177948958268144 -0.00331872488877644 -2.87229415429699e-08 0.000995955094574445 -0.000838694789007401 -0.00779085361885327 0.00430940561572877 -0.00175049834102299 0.0033639089211792 0.00215111837663762 0.00162365166622225 -0.0021914386734772 -0.00578464033127804 0.00206934997358444 0.0021497585795474 0.000278054756274126 0.00244841153123653 -0.0036405298605508 -0.00152614465114174 -0.00222676467026766 0.00229925046668788 -0.000286034974466024 -0.00128173902471365 -0.00807339989994603 -0.00597660780643482 0.0019561383854656 -0.00524864010295771 0.000248353013460903 -0.00235918058296973 -0.00315287638118911 0.00288681909880236 0.00764544876000709 0.00075094443638196 -0.00108108475272303 0.00301339294456165 0.00489598305186728 0.00238003090579015 0.00259851942398331 -0.00123089362934797 0.00163634566911224 0.00259100464783708 0.0104487196672673 -0.00276979908383929 -0.00253651287100807 6.65631150254578e-05 0.00162005552489617 0.00506293450557905 0.00636026723490737 0.000751863416217896 -0.0108004086847466 0.00276443194088052 -0.0025373070725873 -0.00518983543644337 -0.00208949024717694 -0.00282841204323478 0.00188112176418158 0.000431911047848357 0.0015342028095163 0.00273620143199738 -0.0012826521512853
NAG74 NAG74_PP1Z4Y -0.00222902612981634 -0.00301409507657117 0.00489410177217234 -0.0042928180454667 0.00359244944198753 -0.00209933589019039 0.000342009706003084 0.0067429717059745 -0.00125606633291014 -0.00702329178876953 -0.00330725631653754 -0.00190090302452532 0.00172754687923486 -0.00436405275884171 0.000336833965206796 0.00567802670080225 0.000572357974260844 -0.00579793977491148 0.006981914582445 -0.000546814887648716 0.00174910290643641 0.00267993256455669 -0.00804771982462847 -0.000892169812109354 -0.00841780667502122 0.0046805704546944 0.00137217067693589 -0.0021102402503487 0.00015154241547797 0.000901591814544846 -0.00780087796420327 -0.000243411529514076 0.00396309290475071 0.00618010121104914 0.00202711963457561 -0.00119668965201676 -0.000497235771262359 0.00192487095924389 -6.97543231666686e-05 0.00129148358380566 0.000897772674896647 0.00195510541030403 -0.000898995395592146 0.00462674621584884 -0.00772468709387799 0.0027060436353709 0.00192347309159871 -0.0048168270999655 -0.00357700351114773 -0.0039009197899489 0.00763639061696709 -0.00378692340905865 -0.00112790730493999 4.96743630878082e-06 0.00272036989165262 -0.00264837435321068 0.00606541388490688 -0.00285290081720258 -0.00790613282617517 -0.000533892854376302 0.000253485743361331 -0.00470731822581581 -0.00107775069972726 0.00232825819047191 -0.00024237373519505 -0.000192505662506509 -0.00432588546739175 -0.00406473278454997 0.00948459115660652 -0.00313694640238447 0.00654670436239904 -0.00332362269535476 0.00545331398599155 -0.0101921715168155 -0.00136110684261745 0.00521821803747502 -0.00189454182526044 -0.000140251964484568 -0.000258595106584302 0.00171893541346595 0.00163399938642384 0.00471381178408174 -0.00058665998906636 0.00685927988692438 -0.011137082023145 -0.00258501335033579 0.000232764479345238 0.000491684809684296 1.09144194203628e-05 -0.0272773723453212 0.00745096526676107 -0.00403007351884151 0.00404008056506234 -0.00509274128784721 0.000313608844305216 0.00118907482654972 -3.440867579539e-05 -0.00335509920273815
NA63 NA63_PP8R5T 0.00147272089074742 -0.00545862490189789 0.000124067212079203 -0.00352553773678409 -3.97631255188728e-05 -0.000746564477862864 0.000105825915671925 -0.0055697631926687 -0.00154171000238675 0.0054503905102306 0.00390169924415525 -0.00111214107374183 -0.00167718962064813 0.00370656147834379 0.00175854511105966 0.00431965411172015 0.00198289763118565 -0.000916394168328372 0.0020921447888837 0.00038038100503676 -0.000339628315739772 0.00126295553432754 0.00485353874501914 0.00521000778600711 0.000528797109175901 -0.0028905030492341 0.000694540665447237 0.00760101430846852 -0.000314688826433039 0.00440520311229993 0.00255482550357103 -0.000747609719337767 0.0021819067569801 -0.00172954758851694 -0.0126499937309924 -0.00949500803802226 0.000465960692228432 -0.000545610481370728 -0.000439247274718076 -4.13783651982836e-05 0.00155980195532312 -0.00168118518857405 -0.000472811203760313 -0.00655012080780557 -0.0012775671663851 -0.00219429851334198 0.00267591679487896 -0.0052858507775047 0.00272380668064512 0.0019025707010423 -0.00676337517368143 0.000288937177744849 0.00325191214728147 0.0101564529309049 0.00636222497571818 -0.0042111976144304 0.00012372623543391 -0.00318843886688329 -0.00490628059629865 -8.19679137286055e-05 -0.0010457573299625 -0.000121588076232574 -0.00132147514286942 0.000499752743028526 0.00455774534088572 0.000149732977633872 0.000770379588727313 -0.000103531982582736 0.0119971790377903 -0.00392163884516549 0.00560983937208019 0.00250914005083975 0.00140581105240319 -0.00194385377266039 -0.0029841165529776 -0.00193784605976846 -0.000940524014101326 -0.00440886340512088 -0.000362352130772935 -0.00859375660801271 -0.00589758369248238 0.00413122457973454 0.0011163114348719 -0.00185458833574033 0.00503907904997057 0.00522056185904207 -0.00131327117785968 0.00580584274361198 -0.00926343248442544 -0.000677652006799053 2.46928370481765e-05 0.000529492496699333 0.00564852899520179 -4.01171603344988e-05 0.000430551651036411 0.00630479097055752 0.00350460545510192 -0.00619197629433478
LF63 LF63_PP7Q9NA 0.00028244721853151 5.40622428239572e-05 0.00391151712875845 -0.00210965390204792 0.00424417887417694 0.00120007967382349 0.00115559068825912 -0.0061991858736193 0.00132542141879944 0.00530924745690162 -0.00235107319750676 -0.00104600017690759 0.00454954093801349 -0.0037908623591861 -0.00563429695256754 0.000965567565767703 0.000554712895999238 -0.000870942669036391 0.00848476736791877 0.00253427998427973 -0.00362929618003818 -0.00359206793901897 0.00717571654336193 0.00145160341577326 0.00162483052384893 0.00227211596879835 0.00245674137661154 0.00817103926470721 -0.000182054654266902 -0.00881157320371667 -0.00194441563071063 -0.000121956892314131 -0.00251308573066712 -0.00213776062098945 0.00296582591274416 -0.00282150037262572 0.00194163760404418 0.00115735431158985 0.000967535001897312 0.00325080501579644 -0.00356856781355272 0.00290252421108658 0.00104264496924581 -0.00272861870414524 -0.000999880170076969 -0.00030091380202837 0.00421408380159838 -0.00178845969821781 -0.00110328794554847 0.00777349273287721 0.000964670449211942 0.00411692174134388 -0.00215524841529845 -0.00435338263139196 -0.00170938443691241 -0.00283069827304344 -4.53108449925953e-05 0.000996120042434248 0.00531186887622792 0.000675917568507008 0.00174167568038292 0.000838775754438576 -0.00226659335700475 -0.000884412546961983 0.00256335572060836 3.83863580486082e-05 0.0030454390667098 -0.00998350034529661 -0.00737491394020329 0.00283669135265978 0.00373220260940194 -0.000764718266727908 -0.0026548141340029 0.00044180796770499 0.00136427674760831 0.00263664453509325 0.00148341406083905 0.000469196332143922 -0.00447244790855972 -0.00538492115892058 -0.000499476203356471 -0.000379613815598793 0.000308680909022712 0.000571901654275244 0.00151635445567989 -0.00163309965127103 0.000292901873410091 -0.00170014089036459 0.00602368390415466 -0.00548575842978892 0.00211089777475876 0.00178375957358896 -0.00599963499451837 0.00429803528261517 0.000286218938745163 0.000801671835978635 -0.000103257397196373 -0.00425490893802126
